Taxonomy ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Relative Abundance
1218493,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis,0.0852752612455505
1218494,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helsingborgensis,0.477292791249215
1218507,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus melliventris,0.0028456825029174
1218508,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mellis,0.065705465641817
303541,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis,0.1616717365386694
1686310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,0.0109861749942712
1267021,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,0.0105046343975283
1196083,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,0.023274974253347
1218492,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mellifer,0.0591143151390319
72826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella_sp.,0.0365936396298276
2478912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter sp. AMU001,0.035015447991761
1510841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter,Parasaccharibacter apium,0.0041194644696189
148814,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,0.0131822863027806
1196095,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,0.0144181256436663
