read_id	most_likely_taxon	confidence	assignment_certainty	taxon_name	kingdom
6a9d1976-6b93-4d6c-8b57-35f6a60a2d48	303541	1.0	confident	Lactobacillus apis	Bacteria
7e5267c4-0469-4247-b192-02f98fec0404	303541	1.0	confident	Lactobacillus apis	Bacteria
7372b4bb-2eee-4677-8428-dd667bacd707	303541	1.0	confident	Lactobacillus apis	Bacteria
92f6d886-e825-43e4-b38f-27a1a4e5323f	303541	1.0	confident	Lactobacillus apis	Bacteria
23fe6f53-9f34-424f-8f54-ee81154aacee	303541	1.0	confident	Lactobacillus apis	Bacteria
67c4b26c-bf72-434d-b5fb-40f1982ae80a	303541	1.0	confident	Lactobacillus apis	Bacteria
0662c80e-7acb-4189-93e7-d8d02402c261	303541	1.0	confident	Lactobacillus apis	Bacteria
2d14dd6d-6eac-490f-9dc2-e8bde7e6a21e	303541	1.0	confident	Lactobacillus apis	Bacteria
35435f98-efd2-4506-ae46-388d310a17c2	303541	1.0	confident	Lactobacillus apis	Bacteria
4db7992a-0e03-4e54-98fc-68cfc3cfeb36	303541	1.0	confident	Lactobacillus apis	Bacteria
8a12aad0-8a2b-4453-9f60-906cfd0dfad9	303541	1.0	confident	Lactobacillus apis	Bacteria
8381a2d3-b7ad-4dd5-94a0-16acf3b44046	303541	1.0	confident	Lactobacillus apis	Bacteria
b9d63732-6e74-4428-b99d-a9509ee506a9	303541	1.0	confident	Lactobacillus apis	Bacteria
df39d7af-28df-47c4-8ce5-e39f4ee3b29d	303541	1.0	confident	Lactobacillus apis	Bacteria
898970a0-eb3b-4fc4-b422-08d321557eda	303541	1.0	confident	Lactobacillus apis	Bacteria
9b24085c-5456-4b0c-9dbf-828c4e2c02ed	303541	1.0	confident	Lactobacillus apis	Bacteria
e074fc25-dde7-42a8-808a-6e07dc7a509e	303541	1.0	confident	Lactobacillus apis	Bacteria
a8151243-504f-4170-a6a6-004af26037ad	303541	1.0	confident	Lactobacillus apis	Bacteria
0d4d2374-5f51-42a6-aae4-45bb419dcafb	303541	0.9992483911765774	high	Lactobacillus apis	Bacteria
8664fce8-8d07-4fd4-a39c-2543081497cf	303541	1.0	confident	Lactobacillus apis	Bacteria
2a23ff3f-f5e8-43d5-bfcd-67e2d274ba3e	303541	1.0	confident	Lactobacillus apis	Bacteria
42815152-e50d-447f-a37b-db305fdad1a6	303541	1.0	confident	Lactobacillus apis	Bacteria
61b6d50e-feb0-491d-abec-213197728566	303541	1.0	confident	Lactobacillus apis	Bacteria
85a8e30c-8735-41f9-bf9c-96dea0719215	303541	1.0	confident	Lactobacillus apis	Bacteria
3fc118c3-9f11-4867-9523-f56964a1aa02	1218494	0.99920892199988	high	Lactobacillus helsingborgensis	Bacteria
0216a533-45c6-44a6-b500-13befdac3112	303541	1.0	confident	Lactobacillus apis	Bacteria
30728aa7-8801-4f67-ba61-199de53c58ca	303541	1.0	confident	Lactobacillus apis	Bacteria
e6681ba9-b4c4-4176-a03c-ae8488ce2d07	303541	1.0	confident	Lactobacillus apis	Bacteria
b123fba8-4375-4d5a-92b7-dd621bc693b4	303541	1.0	confident	Lactobacillus apis	Bacteria
01d5f9ba-c078-48fd-bdfd-7bdf78fccd93	303541	1.0	confident	Lactobacillus apis	Bacteria
b48d0a87-3325-4118-a9ca-32f341a1dbad	303541	1.0	confident	Lactobacillus apis	Bacteria
ee255bdc-62c9-4b1f-a9ee-134a58ff62f1	303541	1.0	confident	Lactobacillus apis	Bacteria
bdf713a2-5a66-485d-b8f2-f9b36480f30a	303541	1.0	confident	Lactobacillus apis	Bacteria
63b938ca-5784-49d9-a55f-28ec8f7503af	303541	1.0	confident	Lactobacillus apis	Bacteria
8371db5f-e44d-41c0-ba33-01b92f2ac653	303541	1.0	confident	Lactobacillus apis	Bacteria
d812dec1-322d-4937-933e-3053afb0976d	303541	1.0	confident	Lactobacillus apis	Bacteria
6ae85224-0c07-4c6a-941b-03f5bb8f7393	303541	1.0	confident	Lactobacillus apis	Bacteria
fd4fd2de-52f4-4b9a-b0d4-eeae2bc45d07	303541	1.0	confident	Lactobacillus apis	Bacteria
c7788b98-97fa-4b5a-bead-5ce4ef0c860e	303541	1.0	confident	Lactobacillus apis	Bacteria
a2d177f8-a69b-45da-b8fc-57642452fc0c	303541	1.0	confident	Lactobacillus apis	Bacteria
a258d885-2562-4c64-837f-fc80abe1f6cb	303541	1.0	confident	Lactobacillus apis	Bacteria
571f5e4f-975f-4072-9fd4-c5f05535a061	303541	1.0	confident	Lactobacillus apis	Bacteria
d6b43360-881b-4d15-8855-8dab995f4f8b	303541	1.0	confident	Lactobacillus apis	Bacteria
48591267-b959-489f-a5f6-754b13f901ec	303541	1.0	confident	Lactobacillus apis	Bacteria
c9f829b6-ec7e-4297-aef8-05992757c8ca	303541	1.0	confident	Lactobacillus apis	Bacteria
2d2d9153-98b0-4146-92be-2c19a2ce383b	303541	1.0	confident	Lactobacillus apis	Bacteria
c12c0446-4aef-4a3c-81c6-a27ce8afc7b9	303541	1.0	confident	Lactobacillus apis	Bacteria
2ce9fcc2-9a02-4155-a88a-1ba0b8d7ea9a	303541	1.0	confident	Lactobacillus apis	Bacteria
