read_id	most_likely_taxon	confidence	assignment_certainty	taxon_name	kingdom
0629be96-3e87-4a24-8808-825df1b1346f	303541	1.0	confident	Lactobacillus apis	Bacteria
bf3aaa39-1fe6-4cb8-b0cf-eb1720ae95b3	303541	1.0	confident	Lactobacillus apis	Bacteria
8b223c6d-fdd6-46eb-9880-331a26d1dc72	303541	1.0	confident	Lactobacillus apis	Bacteria
b6259d95-e51e-4fa0-93dc-a1abb0b5f482	303541	1.0	confident	Lactobacillus apis	Bacteria
3ca2903a-2846-45b7-b6a9-d79869b74ac1	303541	1.0	confident	Lactobacillus apis	Bacteria
0d9c3069-88c2-482f-80df-db0dc9e9c193	303541	1.0	confident	Lactobacillus apis	Bacteria
77501b70-6d7f-427f-be1d-dc57145e1236	303541	1.0	confident	Lactobacillus apis	Bacteria
2bec3e63-d860-459f-ad42-44e784e0220d	303541	1.0	confident	Lactobacillus apis	Bacteria
10d7c3ac-86de-425e-9300-839f4a6d1c37	303541	1.0	confident	Lactobacillus apis	Bacteria
0edb92d1-5384-4322-9c69-925d09a9eb85	303541	1.0	confident	Lactobacillus apis	Bacteria
ce8c46ea-47eb-4abd-9768-c413390c8e42	303541	1.0	confident	Lactobacillus apis	Bacteria
c69f7314-7df4-40ab-8ed0-aff8bc39c205	303541	1.0	confident	Lactobacillus apis	Bacteria
82cee827-5a9f-4ca9-be1e-b3974cc13144	303541	1.0	confident	Lactobacillus apis	Bacteria
d6fdeb73-721e-4c56-9898-a54bc600e034	303541	1.0	confident	Lactobacillus apis	Bacteria
d8f8ef56-2b30-4072-a237-7f56e41e2cb7	303541	1.0	confident	Lactobacillus apis	Bacteria
09432939-793e-48eb-931c-cbab1bbb8ea9	303541	1.0	confident	Lactobacillus apis	Bacteria
d8e75543-4eb4-426e-9c53-a449127f44c5	303541	1.0	confident	Lactobacillus apis	Bacteria
94a604c9-dd8e-49e0-98d8-1dc59abb0780	303541	1.0	confident	Lactobacillus apis	Bacteria
3f503f6f-3cef-4610-aec5-d6a67e45b9a3	303541	1.0	confident	Lactobacillus apis	Bacteria
f9711734-e132-4c7e-8efc-1dbef072b569	303541	1.0	confident	Lactobacillus apis	Bacteria
776f63c1-6c9c-4459-817d-12330c26ebd5	303541	1.0	confident	Lactobacillus apis	Bacteria
5102a568-e895-4b1b-a957-ac5fc9d3b0e0	303541	1.0	confident	Lactobacillus apis	Bacteria
46a0a6be-5db1-4320-9819-8412f71d5192	303541	1.0	confident	Lactobacillus apis	Bacteria
8a3e3270-c61b-48b3-8b3e-a1df5318a7d4	303541	1.0	confident	Lactobacillus apis	Bacteria
e58a0d63-b884-4b9a-a4df-7616dfa33d42	303541	1.0	confident	Lactobacillus apis	Bacteria
1852d206-4ceb-41a5-b783-7d62f102466f	303541	1.0	confident	Lactobacillus apis	Bacteria
7a450273-1926-40ac-a58c-1b69ede434a2	303541	1.0	confident	Lactobacillus apis	Bacteria
87fc7d73-f3ab-4cb4-a261-0f3bb428d9fc	1218493	0.9995911024518976	high	Lactobacillus kullabergensis	Bacteria
bb6302d2-3bf5-43ef-be99-48bd6883ff00	303541	1.0	confident	Lactobacillus apis	Bacteria
8c832553-cab0-4d2a-96ea-9332df2c5bc6	303541	1.0	confident	Lactobacillus apis	Bacteria
32bad89a-6d89-4075-9627-00613bf5ef79	303541	1.0	confident	Lactobacillus apis	Bacteria
2b80450e-4373-480a-93b4-cd0e553a67a6	303541	1.0	confident	Lactobacillus apis	Bacteria
2188c8c7-2ae7-452b-a803-6c2f6e7ea5de	303541	1.0	confident	Lactobacillus apis	Bacteria
c725532d-b6eb-409c-ad73-a602fecfef71	303541	1.0	confident	Lactobacillus apis	Bacteria
82559902-e5e0-4934-9512-9117101c0075	303541	1.0	confident	Lactobacillus apis	Bacteria
a2cf4104-3021-4108-abe8-ea275465ffd0	303541	1.0	confident	Lactobacillus apis	Bacteria
1b611426-ba78-418e-98f8-14a1609cd84a	303541	1.0	confident	Lactobacillus apis	Bacteria
d8a62a99-cca9-40f2-b2f6-98e8b68209be	303541	1.0	confident	Lactobacillus apis	Bacteria
f6955030-a674-4740-a208-91e32a35f9a2	303541	1.0	confident	Lactobacillus apis	Bacteria
1adeb7ef-e0f5-4cf6-9c89-2d0c9dfb6ff1	303541	1.0	confident	Lactobacillus apis	Bacteria
32423588-0155-4fc6-a547-3a5c9eb188b2	303541	1.0	confident	Lactobacillus apis	Bacteria
66d665db-3aa6-4de8-9d63-a3dd14de0c16	303541	1.0	confident	Lactobacillus apis	Bacteria
aade595a-8c8a-46c1-87c2-7638b1b53a81	303541	1.0	confident	Lactobacillus apis	Bacteria
a1281222-389a-42f5-bdda-912cacdc1f7e	303541	1.0	confident	Lactobacillus apis	Bacteria
c2326265-feb1-4bbe-8921-2a2332d83db4	303541	1.0	confident	Lactobacillus apis	Bacteria
edd861c3-9801-47e9-8681-2b56b4e02e42	303541	1.0	confident	Lactobacillus apis	Bacteria
16ffc207-14c7-497f-8121-b0e39a5e2356	303541	1.0	confident	Lactobacillus apis	Bacteria
da78d381-471c-4a0c-9435-d1d5f0c374d0	303541	1.0	confident	Lactobacillus apis	Bacteria
c82a2285-eb05-478c-8aa0-9e3ea98b78d1	303541	1.0	confident	Lactobacillus apis	Bacteria
66717356-bd1a-45c9-92b2-9dc4fbe4e403	303541	1.0	confident	Lactobacillus apis	Bacteria
0bf0991d-e3ba-44bb-8e42-35850e2f8bfe	303541	1.0	confident	Lactobacillus apis	Bacteria
18a8dae2-4c4e-44b2-9dd0-146734cb0829	303541	1.0	confident	Lactobacillus apis	Bacteria
9af7fb48-2b4d-452b-b267-c5afe7985733	303541	1.0	confident	Lactobacillus apis	Bacteria
7032ba3e-50a3-4a88-a8d7-1c699230ce4f	303541	1.0	confident	Lactobacillus apis	Bacteria
46c946fc-758e-429b-9042-24f448e2150c	303541	1.0	confident	Lactobacillus apis	Bacteria
8694941b-f8d4-4f34-9720-6673aee4d20f	303541	1.0	confident	Lactobacillus apis	Bacteria
b3e4aa4d-926f-4968-9c43-be5cd3e65efe	303541	1.0	confident	Lactobacillus apis	Bacteria
07c0ccbf-8c6f-4aa1-9ebe-96dabd9cb78a	303541	1.0	confident	Lactobacillus apis	Bacteria
aad0953e-8f4f-41b8-a085-36a0597319a2	303541	1.0	confident	Lactobacillus apis	Bacteria
6e9b3ddd-0046-4e1a-9868-498af3498b42	303541	1.0	confident	Lactobacillus apis	Bacteria
0a613ae6-440f-4df2-9ce1-4aa5c8270907	303541	1.0	confident	Lactobacillus apis	Bacteria
a7efb7ec-0acb-4d3a-b9d0-6d186e874ff2	303541	1.0	confident	Lactobacillus apis	Bacteria
95543be4-1953-422d-b0c8-cba406a94f50	303541	1.0	confident	Lactobacillus apis	Bacteria
5313ba41-eff1-4be4-bb83-14ecfd52300d	303541	1.0	confident	Lactobacillus apis	Bacteria
bcb606f2-35d1-45e1-9a14-cf70c7afd7af	303541	1.0	confident	Lactobacillus apis	Bacteria
95990ff6-16c3-464c-83f7-bd6beecde159	303541	1.0	confident	Lactobacillus apis	Bacteria
1d302de6-83ce-4208-a596-73d90b9c7c64	303541	1.0	confident	Lactobacillus apis	Bacteria
a30e49ad-f2fd-46a3-a9b1-a59540a44616	303541	1.0	confident	Lactobacillus apis	Bacteria
087f825a-a33e-4744-8342-c740fdf365ab	303541	1.0	confident	Lactobacillus apis	Bacteria
daf02c9e-9620-4067-99ed-c5e2676e99ae	303541	1.0	confident	Lactobacillus apis	Bacteria
026cb59d-37e3-4190-892b-b6f65a635ce8	303541	1.0	confident	Lactobacillus apis	Bacteria
df0f94cf-171e-4345-a3cd-7edec700b4e9	303541	1.0	confident	Lactobacillus apis	Bacteria
2de04011-384b-41a3-b5bc-d3e8ffeadca4	303541	1.0	confident	Lactobacillus apis	Bacteria
794f44d8-7ea1-4380-bda2-7aa8a586991d	303541	1.0	confident	Lactobacillus apis	Bacteria
9e3a8e14-d4b7-448c-a3fa-c5a32dfb4277	303541	1.0	confident	Lactobacillus apis	Bacteria
1cd28da6-0e95-4657-a608-913200936d7a	303541	1.0	confident	Lactobacillus apis	Bacteria
220e2276-9477-466e-9e0b-1f65bc359d03	303541	1.0	confident	Lactobacillus apis	Bacteria
841d201e-8b44-470d-82da-c0fd812884be	303541	1.0	confident	Lactobacillus apis	Bacteria
695110bd-851d-4f66-bebf-4c45e2da7c88	303541	1.0	confident	Lactobacillus apis	Bacteria
6e8b8c71-40cb-4c86-b98b-83355ef533d0	303541	0.9984107603548532	high	Lactobacillus apis	Bacteria
006f8475-233c-4ba4-a88d-2803d0051f8a	303541	1.0	confident	Lactobacillus apis	Bacteria
b8c402de-e03c-46e4-a128-7bb53f5b2c77	303541	0.9999999971009184	high	Lactobacillus apis	Bacteria
e2d0c646-bbaa-4e43-954b-ce076e5d79b6	303541	1.0	confident	Lactobacillus apis	Bacteria
810813f1-6566-4978-ba34-11b371485eea	303541	1.0	confident	Lactobacillus apis	Bacteria
b2334b20-ba94-4c22-95e9-0473eedba747	303541	1.0	confident	Lactobacillus apis	Bacteria
e2cbf268-a9d1-4ce4-9fe4-12cb21a3bf84	303541	1.0	confident	Lactobacillus apis	Bacteria
585fe0da-f63b-4b46-9283-b82ba68aeba7	303541	1.0	confident	Lactobacillus apis	Bacteria
9b105ce3-e387-483e-872f-951d61af820b	303541	1.0	confident	Lactobacillus apis	Bacteria
f8bcc914-2f1e-401f-80e8-eb6d2880b998	303541	1.0	confident	Lactobacillus apis	Bacteria
184f6548-4d84-4593-8fbb-4b7774e20761	303541	1.0	confident	Lactobacillus apis	Bacteria
8a8d59e8-15aa-4afe-b49b-9946e1aac069	303541	1.0	confident	Lactobacillus apis	Bacteria
a62f01d0-9f97-4b5a-8416-15e9b4c5f1c5	303541	1.0	confident	Lactobacillus apis	Bacteria
8cf926c2-8ba5-4929-9eac-afb7bb7ebf1a	303541	1.0	confident	Lactobacillus apis	Bacteria
f9195c2f-afdb-45d0-bb11-3b2918304683	303541	1.0	confident	Lactobacillus apis	Bacteria
b7e2707b-dba8-4ea1-91c7-65eeec48a0f8	303541	1.0	confident	Lactobacillus apis	Bacteria
edf40786-0daa-4d30-8d1f-85b605a25d3f	303541	1.0	confident	Lactobacillus apis	Bacteria
f1513072-2a67-421f-80e3-55c337b91049	303541	1.0	confident	Lactobacillus apis	Bacteria
c9edc98f-b3fe-48f5-9f82-dd82e2034080	303541	1.0	confident	Lactobacillus apis	Bacteria
9927fd9b-adb3-4ae6-9b1d-de808132172d	303541	1.0	confident	Lactobacillus apis	Bacteria
aeafeb79-f1cb-4b7e-86e6-9053c309241c	303541	1.0	confident	Lactobacillus apis	Bacteria
60163afd-0609-4d24-84a5-7d894ceab509	303541	1.0	confident	Lactobacillus apis	Bacteria
ec1f2f8e-ef5a-4660-9674-2bde04d0f0ea	303541	1.0	confident	Lactobacillus apis	Bacteria
28bd571a-d243-4323-9054-f2a4e06ccf6b	303541	1.0	confident	Lactobacillus apis	Bacteria
62f023e9-9be8-4599-be19-45901cca0429	303541	1.0	confident	Lactobacillus apis	Bacteria
fca79e1d-6aeb-4752-8c44-6dd27e3de9d8	303541	1.0	confident	Lactobacillus apis	Bacteria
66a01b86-fb23-41fd-bc05-bc591a5e78dd	303541	1.0	confident	Lactobacillus apis	Bacteria
a9147105-ef13-4f0c-92f1-ebe9bc845ac7	303541	1.0	confident	Lactobacillus apis	Bacteria
96ebec7a-d671-447c-9c8a-a632ff941d69	303541	1.0	confident	Lactobacillus apis	Bacteria
277756cb-04b8-4801-83b9-3bcb8782429e	303541	1.0	confident	Lactobacillus apis	Bacteria
2e9b7cdb-f2bb-4eae-b8a0-2c8d1d4e2117	303541	1.0	confident	Lactobacillus apis	Bacteria
f02d9900-4484-4355-a30e-cd80a265229d	303541	1.0	confident	Lactobacillus apis	Bacteria
58fe7c34-4afb-498e-8def-4120c363a8d3	303541	1.0	confident	Lactobacillus apis	Bacteria
548cffbd-d4aa-4294-a8fb-5a500ac9b745	303541	1.0	confident	Lactobacillus apis	Bacteria
863db9c2-02a5-4d65-a6f4-237095579c39	303541	1.0	confident	Lactobacillus apis	Bacteria
4b8cd551-5ada-4b9b-9225-43cdb9098b59	303541	1.0	confident	Lactobacillus apis	Bacteria
5722f9cc-d751-48ae-942a-1707521d3e53	303541	1.0	confident	Lactobacillus apis	Bacteria
2ea78f4c-5bcb-478c-93ff-140407d22645	303541	1.0	confident	Lactobacillus apis	Bacteria
38108585-19a0-408b-bc3a-ba25cc92bab1	303541	1.0	confident	Lactobacillus apis	Bacteria
af80190f-95f1-40b7-a893-bc11a0c7385e	303541	1.0	confident	Lactobacillus apis	Bacteria
8b40a820-666d-44ac-a0ae-a1edbbb9d485	303541	1.0	confident	Lactobacillus apis	Bacteria
9ebf3cc7-2142-4fe6-99c4-114875947222	303541	1.0	confident	Lactobacillus apis	Bacteria
a6a124bb-404a-4121-b093-5d627d3a4c74	303541	1.0	confident	Lactobacillus apis	Bacteria
331278de-ecd8-452e-a304-a239554dcec2	303541	1.0	confident	Lactobacillus apis	Bacteria
31966cf7-fd11-4734-aace-0b59b8b05744	303541	1.0	confident	Lactobacillus apis	Bacteria
f05b2d95-9e91-45e6-a2d9-45983a90a403	303541	1.0	confident	Lactobacillus apis	Bacteria
38240fd0-00ae-465f-b389-1ce7d64e4683	303541	1.0	confident	Lactobacillus apis	Bacteria
d4068548-c79c-415a-b0e4-0748989d719d	303541	1.0	confident	Lactobacillus apis	Bacteria
c6e8b439-7e4e-416c-939e-89d78d0cb80a	303541	1.0	confident	Lactobacillus apis	Bacteria
2555069a-b66d-4aa7-a7f7-60d1d8cf3754	303541	1.0	confident	Lactobacillus apis	Bacteria
e99f203e-674c-430d-bcc7-6d84d1bcacea	303541	1.0	confident	Lactobacillus apis	Bacteria
dbc1b59e-ac5f-49c8-a4b5-65db84d4f85e	303541	1.0	confident	Lactobacillus apis	Bacteria
e6aeba1c-2d7b-4873-b3a6-416ae7708ed3	303541	1.0	confident	Lactobacillus apis	Bacteria
83742ccf-9603-411c-8887-b55fa99b57c8	303541	1.0	confident	Lactobacillus apis	Bacteria
6440c3db-172b-4d25-8c2d-2b718ca05b6d	303541	1.0	confident	Lactobacillus apis	Bacteria
5e134761-e434-4824-a87b-8395feb066ad	303541	1.0	confident	Lactobacillus apis	Bacteria
27f258e6-a620-471c-a3c7-7110416b2cb6	303541	0.9999999999989028	high	Lactobacillus apis	Bacteria
7c62988d-4673-454f-8ef1-792d490793a7	303541	1.0	confident	Lactobacillus apis	Bacteria
b786417c-e86d-4b33-8f43-887c5d8df81a	303541	1.0	confident	Lactobacillus apis	Bacteria
509b293c-0eca-481f-9254-37c0e4da51de	303541	1.0	confident	Lactobacillus apis	Bacteria
24026d51-b6ee-4c04-93c2-0b6002ee2757	303541	1.0	confident	Lactobacillus apis	Bacteria
9137af9c-6f62-4310-a0d3-f6d15eeb02a9	303541	1.0	confident	Lactobacillus apis	Bacteria
1ffae388-2f58-411c-a016-d54a43a1c2eb	303541	0.9999999998130014	high	Lactobacillus apis	Bacteria
44cc3d14-f192-4d8e-b501-93225c879008	303541	1.0	confident	Lactobacillus apis	Bacteria
3b7bcc80-ed7b-4f89-8620-ccd8314208e2	303541	0.9999999992554728	high	Lactobacillus apis	Bacteria
